#lines that start with # are comments 
#values are seperated by commas (,)
#objective for scene
#GTO game type objective (0-Height/distance obj, 1-Land on gameobject name, 2-Pass checkpoints, 3-Grab object and get to designated end point)
GTO,0
#OBJ,Scene title, GET Height (+or-), Land start, Land End
OBJ,sdfsdfasdf!!!,40,0,999
#CLD,Cloud Height
CLD,68
#WTH, Weather 0-99 higher number more clouds/rain
WTH,72
#WND, Wind level -4000 to 4000
WND,1361
#RAD, RADIOSITy level 0 to 1
RAD,0.35
#RAB, Background Radiosit leve 0 to 1
RAB,0.57
#FPS, target fps for the scene
FPS,96
#GRX, gravity scale x
GRX,4
#GRY, gravity scale y
GRY,-13
# Prefab,LayerOrder,StartX,EndX,StartY,EndY
ground/airport,0,629.7596,632.3196,-5,-2.44
ground/airport,0,634.8796,637.4396,-5,-2.44
ground/airport,0,639.9996,642.5596,-5,-2.44
ground/airport,0,645.1196,647.6796,-5,-2.44
ground/airport,0,650.2396,652.7996,-5,-2.44
ground/airport,0,655.3596,657.9196,-5,-2.44
ground/airport,0,660.4796,663.0396,-5,-2.44
ground/airport,0,665.5995,668.1595,-5,-2.44
ground/airport,0,670.7195,673.2795,-5,-2.44
ground/airport,0,675.8395,678.3995,-5,-2.44
ground/airport,0,680.9595,683.5195,-5,-2.44
ground/airport,0,686.0795,688.6395,-5,-2.44
ground/airport,0,691.1995,693.7595,-5,-2.44
ground/airport,0,696.3195,698.8795,-5,-2.44
ground/airport,0,701.4395,703.9995,-5,-2.44
ground/airport,0,706.5595,709.1195,-5,-2.44
ground/airport,0,711.6795,714.2395,-5,-2.44
ground/airport,0,716.7995,719.3595,-5,-2.44
ground/airport,0,721.9195,724.4795,-5,-2.44
ground/airport,0,727.0395,729.5995,-5,-2.44
ground/airport,0,732.1595,734.7195,-5,-2.44
ground/airport,0,737.2795,739.8395,-5,-2.44
ground/airport,0,742.3995,744.9595,-5,-2.44
ground/airport,0,747.5195,750.0795,-5,-2.44
ground/airport,0,752.6395,755.1995,-5,-2.44
ground/airport,0,757.7595,760.3195,-5,-2.44
ground/airport,0,762.8795,765.4395,-5,-2.44
ground/airport,0,767.9995,770.5595,-5,-2.44
ground/airport,0,773.1194,775.6794,-5,-2.44
ground/airport,0,778.2394,780.7994,-5,-2.44
ground/airport,0,783.3594,785.9194,-5,-2.44
ground/airport,0,788.4794,791.0394,-5,-2.44
ground/airport,0,793.5994,796.1594,-5,-2.44
ground/airport,0,798.7194,801.2794,-5,-2.44
ground/airport,0,803.8394,806.3994,-5,-2.44
ground/airport,0,808.9594,811.5194,-5,-2.44
ground/airport,0,814.0794,816.6394,-5,-2.44
ground/airport,0,819.1994,821.7594,-5,-2.44
ground/airport,0,824.3194,826.8794,-5,-2.44
ground/airport,0,829.4394,831.9994,-5,-2.44
ground/airport,0,834.5594,837.1194,-5,-2.44
ground/airport,0,839.6794,842.2394,-5,-2.44
ground/airport,0,844.7994,847.3594,-5,-2.44
ground/airport,0,849.9194,852.4794,-5,-2.44
ground/airport,0,855.0394,857.5994,-5,-2.44
ground/airport,0,860.1594,862.7194,-5,-2.44
ground/airport,0,865.2794,867.8394,-5,-2.44
ground/airport,0,870.3994,872.9594,-5,-2.44
ground/airport,0,875.5193,878.0793,-5,-2.44
ground/airport,0,880.6393,883.1993,-5,-2.44
ground/airport,0,885.7593,888.3193,-5,-2.44
ground/airport,0,890.8793,893.4393,-5,-2.44
ground/airport,0,895.9993,898.5593,-5,-2.44
ground/airport,0,901.1193,903.6793,-5,-2.44
ground/airport,0,906.2393,908.7993,-5,-2.44
ground/airport,0,911.3593,913.9193,-5,-2.44
ground/airport,0,916.4793,919.0393,-5,-2.44
ground/airport,0,921.5993,924.1593,-5,-2.44
ground/airport,0,926.7193,929.2793,-5,-2.44
ground/airport,0,931.8393,934.3993,-5,-2.44
ground/airport,0,936.9593,939.5193,-5,-2.44
ground/airport,0,942.0793,944.6393,-5,-2.44
ground/airport,0,947.1993,949.7593,-5,-2.44
ground/airport,0,952.3193,954.8793,-5,-2.44
ground/airport,0,957.4393,959.9993,-5,-2.44
ground/airport,0,962.5593,965.1193,-5,-2.44
ground/airport,0,967.6793,970.2393,-5,-2.44
ground/airport,0,972.7993,975.3593,-5,-2.44
ground/airport,0,977.9193,980.4793,-5,-2.44
ground/airport,0,983.0392,985.5992,-5,-2.44
ground/airport,0,988.1592,990.7192,-5,-2.44
ground/airport,0,993.2792,995.8392,-5,-2.44
ground/airport,0,998.3992,1000.959,-5,-2.44
ground/airport,0,0,2.56,-5,-2.44
ground/airport,0,5.12,7.68,-5,-2.44
ground/airport,0,10.24,12.8,-5,-2.44
ground/airport,0,15.36,17.92,-5,-2.44
ground/airport,0,20.48,23.04,-5,-2.44
ground/airport,0,25.6,28.16,-5,-2.44
ground/airport,0,35.84,38.4,-5,-2.44
ground/airport,0,40.96,43.52,-5,-2.44
ground/airport,0,46.07999,48.63999,-5,-2.44
ground/airport,0,51.19999,53.75999,-5,-2.44
ground/airport,0,56.31999,58.87999,-5,-2.44
ground/airport,0,61.43999,63.99999,-5,-2.44
ground/airport,0,66.55999,69.11999,-5,-2.44
ground/airport,0,71.67999,74.23999,-5,-2.44
ground/airport,0,76.8,79.36,-5,-2.44
ground/airport,0,81.92,84.48,-5,-2.44
ground/airport,0,87.04,89.6,-5,-2.44
ground/airport,0,92.16,94.72,-5,-2.44
ground/airport,0,97.28001,99.84,-5,-2.44
ground/airport,0,102.4,104.96,-5,-2.44
ground/airport,0,107.52,110.08,-5,-2.44
ground/airport,0,112.64,115.2,-5,-2.44
ground/airport,0,117.76,120.32,-5,-2.44
ground/airport,0,122.88,125.44,-5,-2.44
ground/airport,0,128,130.56,-5,-2.44
ground/airport,0,133.12,135.68,-5,-2.44
ground/airport,0,138.24,140.8,-5,-2.44
ground/airport,0,143.36,145.92,-5,-2.44
ground/airport,0,148.48,151.04,-5,-2.44
ground/airport,0,153.6,156.16,-5,-2.44
ground/airport,0,158.72,161.28,-5,-2.44
ground/airport,0,163.84,166.4,-5,-2.44
ground/airport,0,168.96,171.52,-5,-2.44
ground/airport,0,174.08,176.64,-5,-2.44
ground/airport,0,179.2,181.76,-5,-2.44
ground/airport,0,184.32,186.88,-5,-2.44
ground/airport,0,189.44,192,-5,-2.44
ground/airport,0,194.56,197.12,-5,-2.44
ground/airport,0,199.6799,202.2399,-5,-2.44
ground/airport,0,204.7999,207.3599,-5,-2.44
ground/airport,0,209.9199,212.4799,-5,-2.44
ground/airport,0,215.0399,217.5999,-5,-2.44
ground/airport,0,220.1599,222.7199,-5,-2.44
ground/airport,0,225.2799,227.8399,-5,-2.44
ground/airport,0,230.3999,232.9599,-5,-2.44
ground/airport,0,235.5199,238.0799,-5,-2.44
ground/airport,0,240.6399,243.1999,-5,-2.44
ground/airport,0,245.7599,248.3199,-5,-2.44
ground/airport,0,250.8799,253.4399,-5,-2.44
ground/airport,0,255.9999,258.5599,-5,-2.44
ground/airport,0,261.1199,263.6799,-5,-2.44
ground/airport,0,266.2399,268.7999,-5,-2.44
ground/airport,0,271.3599,273.9199,-5,-2.44
ground/airport,0,276.4799,279.0399,-5,-2.44
ground/airport,0,281.5999,284.1599,-5,-2.44
ground/airport,0,286.7199,289.2799,-5,-2.44
ground/airport,0,291.8399,294.3999,-5,-2.44
ground/airport,0,296.9599,299.5199,-5,-2.44
ground/airport,0,302.0799,304.6399,-5,-2.44
ground/airport,0,307.1999,309.7599,-5,-2.44
ground/airport,0,312.3199,314.8799,-5,-2.44
ground/airport,0,317.4398,319.9998,-5,-2.44
ground/airport,0,322.5598,325.1198,-5,-2.44
ground/airport,0,327.6798,330.2398,-5,-2.44
ground/airport,0,332.7998,335.3598,-5,-2.44
ground/airport,0,337.9198,340.4798,-5,-2.44
ground/airport,0,343.0398,345.5998,-5,-2.44
ground/airport,0,348.1598,350.7198,-5,-2.44
ground/airport,0,353.2798,355.8398,-5,-2.44
ground/airport,0,358.3998,360.9598,-5,-2.44
ground/airport,0,363.5198,366.0798,-5,-2.44
ground/airport,0,368.6398,371.1998,-5,-2.44
ground/airport,0,373.7598,376.3198,-5,-2.44
ground/airport,0,378.8798,381.4398,-5,-2.44
ground/airport,0,383.9998,386.5598,-5,-2.44
ground/airport,0,389.1198,391.6798,-5,-2.44
ground/airport,0,394.2398,396.7998,-5,-2.44
ground/airport,0,399.3598,401.9198,-5,-2.44
ground/airport,0,404.4798,407.0398,-5,-2.44
ground/airport,0,409.5998,412.1598,-5,-2.44
ground/airport,0,414.7198,417.2798,-5,-2.44
ground/airport,0,419.8398,422.3998,-5,-2.44
ground/airport,0,424.9597,427.5197,-5,-2.44
ground/airport,0,430.0797,432.6397,-5,-2.44
ground/airport,0,435.1997,437.7597,-5,-2.44
ground/airport,0,440.3197,442.8797,-5,-2.44
ground/airport,0,445.4397,447.9997,-5,-2.44
ground/airport,0,450.5597,453.1197,-5,-2.44
ground/airport,0,455.6797,458.2397,-5,-2.44
ground/airport,0,460.7997,463.3597,-5,-2.44
ground/airport,0,465.9197,468.4797,-5,-2.44
ground/airport,0,471.0397,473.5997,-5,-2.44
ground/airport,0,476.1597,478.7197,-5,-2.44
ground/airport,0,481.2797,483.8397,-5,-2.44
ground/airport,0,486.3997,488.9597,-5,-2.44
ground/airport,0,491.5197,494.0797,-5,-2.44
ground/airport,0,496.6397,499.1997,-5,-2.44
ground/airport,0,501.7597,504.3197,-5,-2.44
ground/airport,0,506.8797,509.4397,-5,-2.44
ground/airport,0,511.9997,514.5597,-5,-2.44
ground/airport,0,517.1197,519.6797,-5,-2.44
ground/airport,0,522.2397,524.7997,-5,-2.44
ground/airport,0,527.3597,529.9197,-5,-2.44
ground/airport,0,532.4797,535.0397,-5,-2.44
ground/airport,0,537.5997,540.1597,-5,-2.44
ground/airport,0,542.7197,545.2797,-5,-2.44
ground/airport,0,547.8397,550.3997,-5,-2.44
ground/airport,0,552.9597,555.5197,-5,-2.44
ground/airport,0,558.0797,560.6397,-5,-2.44
ground/airport,0,563.1996,565.7596,-5,-2.44
ground/airport,0,568.3196,570.8796,-5,-2.44
ground/airport,0,573.4396,575.9996,-5,-2.44
ground/airport,0,578.5596,581.1196,-5,-2.44
ground/airport,0,583.6796,586.2396,-5,-2.44
ground/airport,0,588.7996,591.3596,-5,-2.44
ground/airport,0,593.9196,596.4796,-5,-2.44
ground/airport,0,599.0396,601.5996,-5,-2.44
ground/airport,0,604.1596,606.7196,-5,-2.44
ground/airport,0,609.2796,611.8396,-5,-2.44
ground/airport,0,614.3996,616.9596,-5,-2.44
ground/airport,0,619.5196,622.0796,-5,-2.44
ground/airport,0,624.6396,627.1996,-5,-2.44
ground/airport,0,629.7596,632.3196,-5,-2.44
ground/airport,0,634.8796,637.4396,-5,-2.44
ground/airport,0,639.9996,642.5596,-5,-2.44
ground/airport,0,645.1196,647.6796,-5,-2.44
ground/airport,0,650.2396,652.7996,-5,-2.44
ground/airport,0,655.3596,657.9196,-5,-2.44
ground/airport,0,660.4796,663.0396,-5,-2.44
ground/airport,0,665.5995,668.1595,-5,-2.44
ground/airport,0,670.7195,673.2795,-5,-2.44
ground/airport,0,675.8395,678.3995,-5,-2.44
ground/airport,0,680.9595,683.5195,-5,-2.44
ground/airport,0,686.0795,688.6395,-5,-2.44
ground/airport,0,691.1995,693.7595,-5,-2.44
ground/airport,0,696.3195,698.8795,-5,-2.44
ground/airport,0,701.4395,703.9995,-5,-2.44
ground/airport,0,706.5595,709.1195,-5,-2.44
ground/airport,0,711.6795,714.2395,-5,-2.44
ground/airport,0,716.7995,719.3595,-5,-2.44
ground/airport,0,721.9195,724.4795,-5,-2.44
ground/airport,0,727.0395,729.5995,-5,-2.44
ground/airport,0,732.1595,734.7195,-5,-2.44
ground/airport,0,737.2795,739.8395,-5,-2.44
ground/airport,0,742.3995,744.9595,-5,-2.44
ground/airport,0,747.5195,750.0795,-5,-2.44
ground/airport,0,752.6395,755.1995,-5,-2.44
ground/airport,0,757.7595,760.3195,-5,-2.44
ground/airport,0,762.8795,765.4395,-5,-2.44
ground/airport,0,767.9995,770.5595,-5,-2.44
ground/airport,0,773.1194,775.6794,-5,-2.44
ground/airport,0,778.2394,780.7994,-5,-2.44
ground/airport,0,783.3594,785.9194,-5,-2.44
ground/airport,0,788.4794,791.0394,-5,-2.44
ground/airport,0,793.5994,796.1594,-5,-2.44
ground/airport,0,798.7194,801.2794,-5,-2.44
ground/airport,0,803.8394,806.3994,-5,-2.44
ground/airport,0,808.9594,811.5194,-5,-2.44
ground/airport,0,814.0794,816.6394,-5,-2.44
ground/airport,0,819.1994,821.7594,-5,-2.44
ground/airport,0,824.3194,826.8794,-5,-2.44
ground/airport,0,829.4394,831.9994,-5,-2.44
ground/airport,0,834.5594,837.1194,-5,-2.44
ground/airport,0,839.6794,842.2394,-5,-2.44
ground/airport,0,844.7994,847.3594,-5,-2.44
ground/airport,0,849.9194,852.4794,-5,-2.44
ground/airport,0,855.0394,857.5994,-5,-2.44
ground/airport,0,860.1594,862.7194,-5,-2.44
ground/airport,0,865.2794,867.8394,-5,-2.44
ground/airport,0,870.3994,872.9594,-5,-2.44
ground/airport,0,875.5193,878.0793,-5,-2.44
ground/airport,0,880.6393,883.1993,-5,-2.44
ground/airport,0,885.7593,888.3193,-5,-2.44
ground/airport,0,890.8793,893.4393,-5,-2.44
ground/airport,0,895.9993,898.5593,-5,-2.44
ground/airport,0,901.1193,903.6793,-5,-2.44
ground/airport,0,906.2393,908.7993,-5,-2.44
ground/airport,0,911.3593,913.9193,-5,-2.44
ground/airport,0,916.4793,919.0393,-5,-2.44
ground/airport,0,921.5993,924.1593,-5,-2.44
ground/airport,0,926.7193,929.2793,-5,-2.44
ground/airport,0,931.8393,934.3993,-5,-2.44
ground/airport,0,936.9593,939.5193,-5,-2.44
ground/airport,0,942.0793,944.6393,-5,-2.44
ground/airport,0,947.1993,949.7593,-5,-2.44
ground/airport,0,952.3193,954.8793,-5,-2.44
ground/airport,0,957.4393,959.9993,-5,-2.44
ground/airport,0,962.5593,965.1193,-5,-2.44
ground/airport,0,967.6793,970.2393,-5,-2.44
ground/airport,0,972.7993,975.3593,-5,-2.44
ground/airport,0,977.9193,980.4793,-5,-2.44
ground/airport,0,983.0392,985.5992,-5,-2.44
ground/airport,0,988.1592,990.7192,-5,-2.44
ground/airport,0,993.2792,995.8392,-5,-2.44
ground/airport,0,998.3992,1000.959,-5,-2.44
ground/airport,0,50,52.56,10,12.56
ground/airport,0,50,52.56,15.12,17.68
ground/airport,0,55.12,57.68,10,12.56
ground/airport,0,55.12,57.68,15.12,17.68
ground/airport,0,60.24,62.8,10,12.56
ground/airport,0,60.24,62.8,15.12,17.68
ground/airport,0,65.36,67.92,10,12.56
ground/airport,0,65.36,67.92,15.12,17.68
ground/airport,0,70.48,73.04,10,12.56
ground/airport,0,70.48,73.04,15.12,17.68
ground/airport,0,75.60001,78.16001,10,12.56
ground/airport,0,75.60001,78.16001,15.12,17.68
ground/airport,0,80.72001,83.28001,10,12.56
ground/airport,0,80.72001,83.28001,15.12,17.68
ground/airport,0,85.84001,88.40001,10,12.56
ground/airport,0,85.84001,88.40001,15.12,17.68
ground/airport,0,90.96001,93.52,10,12.56
ground/airport,0,90.96001,93.52,15.12,17.68
ground/airport,0,96.08002,98.64001,10,12.56
ground/airport,0,96.08002,98.64001,15.12,17.68
ground/airport,0,101.2,103.76,10,12.56
ground/airport,0,101.2,103.76,15.12,17.68
ground/airport,0,106.32,108.88,10,12.56
ground/airport,0,106.32,108.88,15.12,17.68
ground/airport,0,111.44,114,10,12.56
ground/airport,0,111.44,114,15.12,17.68
ground/airport,0,116.56,119.12,10,12.56
ground/airport,0,116.56,119.12,15.12,17.68
ground/airport,0,121.68,124.24,10,12.56
ground/airport,0,121.68,124.24,15.12,17.68
ground/airport,0,126.8,129.36,10,12.56
ground/airport,0,126.8,129.36,15.12,17.68
ground/airport,0,131.92,134.48,10,12.56
ground/airport,0,131.92,134.48,15.12,17.68
ground/airport,0,137.04,139.6,10,12.56
ground/airport,0,137.04,139.6,15.12,17.68
ground/airport,0,142.16,144.72,10,12.56
ground/airport,0,142.16,144.72,15.12,17.68
ground/airport,0,147.28,149.84,10,12.56
ground/airport,0,147.28,149.84,15.12,17.68
ground/ramp1,0,28.18,31.51414,-6.662477,-5.252824
ground/gerter1,0,2.9,3.6296,2.48,4.244864
ground/gerter1,0,-3.72,-2.9904,-1.821952,-0.05708802
ground/gerter1,0,-3.01,-2.2804,-4.89059,-3.125726
